SampleID,Replicate,FieldID,Site,Area,Initials,Year,Month,Day,Condition,Lat,Long,Geno.Sp,Cytb_Sp
S21_2365,None,20210713-TC-06,STMA,Urban,TC,2021,7,13,fresh,37.73339,-122.42054,coyote,NA
S21_2366,None,20210713-TC-07,LEND,Urban,TC,2021,7,13,fresh,37.78234,-122.50889,NA,NA
S21_2367,None,20210713-TC-08,LEND,Urban,TC,2021,7,13,fresh,37.78239,-122.50892,NA,NA
S21_2368,None,20210713-TC-09,LEND,Urban,TC,2021,7,13,fresh,37.78283,-122.50904,coyote,NA
S21_2369,None,20210713-TC-10,CHP,Urban,TC,2021,7,13,not fresh,37.76486,-122.43729,coyote,NA
S21_2370,None,20210713-TC-11,CHP,Urban,TC,2021,7,13,<2 days,37.76482,-122.43817,NA,NA
S21_2371,None,20210713-TC-12,CHP,Urban,TC,2021,7,13,not fresh,37.76482,-122.43817,coyote,NA
S21_2372,None,20210713-TC-13,CHP,Urban,TC,2021,7,13,<2 days,37.76526,-122.43821,NA,NA
S21_2373,None,20210714-TC-01,PRES,Urban,TC,2021,7,14,not fresh,37.79089,-122.46619,NA,NA
S21_2374,None,20210714-TC-02,PRES,Urban,TC,2021,7,14,not fresh,37.79097,-122.4663,NA,NA
S21_2375,None,20210714-TC-03,PRES,Urban,TC,2021,7,14,fresh,37.79087,-122.46602,coyote,NA
S21_2376,None,20210714-TC-04,PRES,Urban,TC,2021,7,14,fresh,37.79088,-122.46538,coyote,NA
S21_2377,None,20210714-TC-05,PRES,Urban,TC,2021,7,14,<2 days,37.79103,-122.464,coyote,NA
S21_2378,None,20210714-TC-06,PRES,Urban,TC,2021,7,14,fresh,37.79111,-122.46391,coyote,NA
S21_2379,None,20210624-DG-01,GGPE,Urban,DG,2021,6,24,unknown,37.766702,-122.471125,NA,NA
S21_2380,None,20210713-DG-01,GGPE,Urban,DG,2021,7,13,fresh,37.766702,-122.471125,NA,NA
S21_2381,None,20210713-DG-02,GGPE,Urban,DG,2021,7,13,fresh,37.766702,-122.471125,NA,NA
S21_2382,None,20210713-DG-03,GGPE,Urban,DG,2021,7,13,fresh,37.766702,-122.471125,NA,NA
S21_2383,None,20210520-MIR-01,GGPW,Urban,MIR,2021,5,20,unknown,37.765177,-122.501895,NA,NA
S21_2384,None,20210618-MIR-01,GGPW,Urban,MIR,2021,6,18,unknown,37.766289,-122.504846,NA,NA
S21_2385,None,20210701-JY-01,PRES,Urban,JY,2021,7,1,fresh,37.791322,-122.451739,coyote,NA
S21_2386,None,20210617-GD-01,PRES,Urban,GD,2021,6,17,fresh,37.79445,-122.460594,NA,NA
S21_2387,None,20210625-GD-01,PRES,Urban,GD,2021,6,25,fresh,37.798236,-122.459594,coyote,NA
S21_2388,None,20210706-GD-01,PRES,Urban,GD,2021,7,6,fresh,37.792503,-122.457839,dog,NA
S21_2389,None,20210709-GD-01,PRES,Urban,GD,2021,7,9,<2 days,37.792003,-122.461028,NA,NA
S21_2390,None,20210709-GD-02,PRES,Urban,GD,2021,7,9,<2 days,37.791408,-122.458725,NA,NA
S21_2391,None,20210616-JK-372,TGPH,Urban,JK,2021,6,16,fresh,37.802864,-122.406001,NA,NA
S21_2392,None,20210618-JK-373,TGPH,Urban,JK,2021,6,18,fresh,37.802864,-122.406001,coyote,NA
S21_2393,None,20210618-JK-374,TGPH,Urban,JK,2021,6,18,fresh,37.802864,-122.406001,coyote,NA
S21_2394,None,20210620-JK-375,GLEN,Urban,JK,2021,6,20,<2 days,37.742249,-122.442412,coyote,NA
S21_2395,None,20210620-JK-376,TGPH,Urban,JK,2021,6,20,fresh,37.802864,-122.406001,coyote,NA
S21_2396,None,20210624-JK-377,GLEN,Urban,JK,2021,6,24,fresh,37.742249,-122.442412,coyote,NA
S21_2397,None,20210627-JK-378,GGPE,Urban,JK,2021,6,27,fresh,37.766702,-122.471125,coyote,NA
S21_2398,None,20210702-JK-379,TGPH,Urban,JK,2021,7,2,fresh,37.802864,-122.406001,coyote,NA
S21_2399,None,20210702-JK-380,LAKE,Urban,JK,2021,7,2,fresh,37.729695,-122.48071,NA,NA
S21_2400,None,20210704-JK-381,SFGC,Urban,JK,2021,7,4,fresh,37.710304,-122.477567,coyote,NA
S21_2401,None,20210706-JK-382,STMA,Urban,JK,2021,7,6,fresh,37.734636,-122.421051,coyote,NA
S21_2402,None,20210706-JK-383,SFGC,Urban,JK,2021,7,6,fresh,37.710304,-122.477567,coyote,NA
S21_2403,None,20210710-JK-384-SFGC,SFGC,Urban,JK,2021,7,10,fresh,37.710304,-122.477567,coyote,NA
S21_2404,None,20210710-JK-384-STMA,STMA,Urban,JK,2021,7,10,fresh,37.734636,-122.421051,NA,NA
S21_2405,None,20210710-JK-385,STMA,Urban,JK,2021,7,10,fresh,37.734636,-122.421051,coyote,NA
S21_2406,None,20210710-JK-386,STMA,Urban,JK,2021,7,10,fresh,37.734636,-122.421051,NA,NA
S21_2407,None,20210710-JK-387,STMA,Urban,JK,2021,7,10,fresh,37.734636,-122.421051,NA,NA
S21_2408,None,20210712-JK-388,STMA,Urban,JK,2021,7,12,fresh,37.734636,-122.421051,NA,NA
S21_2409,None,20210712-JK-389,LAKE,Urban,JK,2021,7,12,fresh,37.729695,-122.48071,coyote,NA
S21_2410,None,20210712-JK-390,SFGC,Urban,JK,2021,7,12,fresh,37.710304,-122.477567,NA,NA
S21_2411,None,20210712-JK-391,SFGC,Urban,JK,2021,7,12,fresh,37.710304,-122.477567,coyote,NA
S21_2412,None,20210712-JK-392,SFGC,Urban,JK,2021,7,12,<2 days,37.710304,-122.477567,NA,NA
S21_2413,None,20210713-JK-393,TWIN,Urban,JK,2021,7,13,fresh,37.752554,-122.447492,NA,NA
S21_2414,None,20210710-JK-394,STMA,Urban,JK,2021,7,10,<2 days,37.734636,-122.421051,NA,NA
S21_2775,None,20210621-MGS-01,FTFU,Urban,MGS,2021,6,21,,37.4246,-122.2948,NA,NA
S21_2776,None,20210622-MGS-01,GGPW,Urban,MGS,2021,6,22,,37.768,-122.506713,dog,NA
S21_2777,None,20210622-MGS-02,CHP,Urban,MGS,2021,6,22,,37.766,-122.4390496,NA,NA
S21_2778,None,20210722-MGS-01,GGPW,Urban,MGS,2021,7,22,,37.7671901,-122.4687916,NA,NA
S21_2779,None,20210722-MGS-02,CHP,Urban,MGS,2021,7,22,,37.4556,-122.2618,NA,NA
S21_3165,None,20210806-TC-01,STMA,Urban,TC,2021,8,6,<2 days,37.73471,-122.42154,NA,NA
S21_3166,None,20210806-TC-02,STMA,Urban,TC,2021,8,6,<2 days,37.73465,-122.42118,coyote,NA
S21_3167,None,20210806-TC-03,STMA,Urban,TC,2021,8,6,<2 days,37.73466,-122.42112,coyote,NA
S21_3168,None,20210806-TC-04,STMA,Urban,TC,2021,8,6,fresh,37.73383,-122.4198,NA,NA
S21_3169,None,20210806-TC-05,STMA,Urban,TC,2021,8,6,fresh,37.73362,-122.41972,coyote,NA
S21_3170,None,20210806-TC-06,STMA,Urban,TC,2021,8,6,fresh,37.73352,-122.41974,coyote,NA
S21_3171,None,20210806-TC-07,STMA,Urban,TC,2021,8,6,fresh,37.73348,-122.41967,NA,NA
S21_3172,None,20210806-TC-08,STMA,Urban,TC,2021,8,6,fresh,37.7335,-122.41947,coyote,NA
S21_3173,None,20210806-TC-09,STMA,Urban,TC,2021,8,6,fresh,37.73351,-122.41947,coyote,NA
S21_3174,None,20210806-TC-10,STMA,Urban,TC,2021,8,6,fresh,37.73349,-122.41939,coyote,NA
S21_3175,None,20210806-TC-11,GGPE,Urban,TC,2021,8,6,fresh,37.76675,-122.47191,coyote,NA
S21_3176,None,20210806-TC-12,GGPE,Urban,TC,2021,8,6,not fresh,37.7703,-122.47237,NA,NA
S21_3177,None,20210806-TC-13,GGPW,Urban,TC,2021,8,6,fresh,37.76674,-122.49841,NA,NA
S21_3178,None,20210806-TC-14,LEND,Urban,TC,2021,8,6,fresh,37.78331,-122.50847,NA,NA
S21_3179,None,20210806-TC-15,CHP,Urban,TC,2021,8,6,<2 days,37.76475,-122.43773,NA,NA
S21_3180,None,20210809-TC-01,SFGC,Urban,TC,2021,8,9,<2 days,37.71166,-122.48306,NA,NA
S21_3181,None,20210809-TC-02,SFGC,Urban,TC,2021,8,9,fresh,37.71261,-122.48274,NA,NA
S21_3182,None,20210809-TC-03,SFGC,Urban,TC,2021,8,9,fresh,37.71256,-122.4823,NA,NA
S21_3183,None,20210809-TC-04,SFGC,Urban,TC,2021,8,9,not fresh,37.71246,-122.48102,NA,NA
S21_3184,None,20210809-TC-05,SFGC,Urban,TC,2021,8,9,fresh,37.71133,-122.48287,NA,NA
S21_3185,None,20210809-TC-06,MCLA,Urban,TC,2021,8,9,fresh,37.72261,-122.42227,coyote,NA
S21_3186,None,20210809-TC-07,GLEN,Urban,TC,2021,8,9,<2 days,37.74289,-122.44199,coyote,NA
S21_3187,None,20210809-TC-08,GLEN,Urban,TC,2021,8,9,fresh,37.7428,-122.44254,NA,NA
S21_3188,None,20210809-TC-09,GLEN,Urban,TC,2021,8,9,not fresh,37.74264,-122.44241,NA,NA
S21_3189,None,20210810-TC-01,BERN,Urban,TC,2021,8,10,fresh,37.74336,-122.41356,NA,NA
S21_3190,None,20210810-TC-02,BERN,Urban,TC,2021,8,10,fresh,37.74317,-122.41254,NA,NA
S21_3191,None,20210810-TC-03,BERN,Urban,TC,2021,8,10,fresh,37.74316,-122.41251,coyote,NA
S21_3192,None,20210810-TC-04,TGPH,Urban,TC,2021,8,10,not fresh,37.80305,-122.40639,NA,NA
S21_3193,None,20210715-GD-01,PRES,Urban,GD,2021,7,15,<2 days,37.800453,-122.466522,NA,NA
S21_3194,None,20210716-GD-01,PRES,Urban,GD,2021,7,16,fresh,37.798736,-122.474542,NA,NA
S21_3195,None,20210720-GD-01,PRES,Urban,GD,2021,7,20,<2 days,37.791431,-122.459831,NA,NA
S21_3196,None,20210728-GD-01,PRES,Urban,GD,2021,7,28,<2 days,37.798686,-122.474197,NA,NA
S21_3197,None,20210729-GD-01,PRES,Urban,GD,2021,7,29,<2 days,37.795508,-122.459222,coyote,NA
S21_3198,None,20210729-GD-02,PRES,Urban,GD,2021,7,29,<2 days,37.795508,-122.459222,NA,NA
S21_3199,None,20210730-GD-01,PRES,Urban,GD,2021,7,30,fresh,37.797081,-122.458619,NA,NA
S21_3200,None,20210805-GD-01,PRES,Urban,GD,2021,8,5,fresh,37.793225,-122.459611,NA,NA
S21_3201,None,20210805-GD-02,PRES,Urban,GD,2021,8,5,<2 days,37.79575,-122.458947,NA,NA
S21_3202,None,20210715-JK-394,STMA,Urban,JK,2021,7,15,fresh,37.734636,-122.421051,NA,NA
S21_3203,None,20210715-JK-395,TWIN,Urban,JK,2021,7,15,fresh,37.752554,-122.447492,NA,NA
S21_3204,None,20210716-JK-396,STMA,Urban,JK,2021,7,16,fresh,37.734636,-122.421051,NA,NA
S21_3205,None,20210717-JK-397,STMA,Urban,JK,2021,7,17,fresh,37.734636,-122.421051,NA,NA
S21_3206,None,20210717-JK-398,STMA,Urban,JK,2021,7,17,fresh,37.734636,-122.421051,NA,NA
S21_3207,None,20210717-JK-399,STMA,Urban,JK,2021,7,17,fresh,37.734636,-122.421051,coyote,NA
S21_3208,None,20210717-JK-400,TGPH,Urban,JK,2021,7,17,fresh,37.802864,-122.406001,coyote,NA
S21_3209,None,20210717-JK-401,TGPH,Urban,JK,2021,7,17,fresh,37.802864,-122.406001,NA,NA
S21_3210,None,20210718-JK-402,GLEN,Urban,JK,2021,7,18,fresh,37.742249,-122.442412,coyote,NA
S21_3211,None,20210718-JK-403,TWIN,Urban,JK,2021,7,18,fresh,37.752554,-122.447492,NA,NA
S21_3212,None,20210719-JK-404,STMA,Urban,JK,2021,7,19,fresh,37.734636,-122.421051,NA,NA
S21_3213,None,20210719-JK-405,STMA,Urban,JK,2021,7,19,fresh,37.734636,-122.421051,NA,NA
S21_3214,None,20210719-JK-406,STMA,Urban,JK,2021,7,19,fresh,37.734636,-122.421051,NA,NA
S21_3215,None,20210719-JK-407,STMA,Urban,JK,2021,7,19,fresh,37.734636,-122.421051,NA,NA
S21_3216,None,20210720-JK-408,STMA,Urban,JK,2021,7,20,fresh,37.734636,-122.421051,NA,NA
S21_3217,None,20210720-JK-409,STMA,Urban,JK,2021,7,20,fresh,37.734636,-122.421051,NA,NA
S21_3218,None,20210721-JK-410,GGPW,Urban,JK,2021,7,21,fresh,37.769507,-122.502638,NA,NA
S21_3219,None,20210721-JK-411,GGPW,Urban,JK,2021,7,21,not fresh,37.769507,-122.502638,NA,NA
S21_3220,None,20210722-JK-412,GLEN,Urban,JK,2021,7,22,not fresh,37.742249,-122.442412,NA,NA
S21_3221,None,20210722-JK-413,OLYM,Urban,JK,2021,7,22,fresh,37.705819,-122.493087,NA,NA
S21_3222,None,20210722-JK-414,SFGC,Urban,JK,2021,7,22,fresh,37.710304,-122.477567,NA,NA
S21_3223,None,20210723-JK-415,STMA,Urban,JK,2021,7,23,fresh,37.734636,-122.421051,coyote,NA
S21_3224,None,20210724-JK-416,LAKE,Urban,JK,2021,7,24,fresh,37.729695,-122.48071,coyote,NA
S21_3225,None,20210725-JK-417,STMA,Urban,JK,2021,7,25,fresh,37.734636,-122.421051,NA,NA
S21_3226,None,20210725-JK-418,STMA,Urban,JK,2021,7,25,fresh,37.734636,-122.421051,NA,NA
S21_3227,None,20210725-JK-419,STMA,Urban,JK,2021,7,25,fresh,37.734636,-122.421051,coyote,NA
S21_3228,None,20210725-JK-420,STMA,Urban,JK,2021,7,25,fresh,37.734636,-122.421051,NA,NA
S21_3229,None,20210725-JK-421,SFGC,Urban,JK,2021,7,25,fresh,37.710304,-122.477567,NA,NA
S21_3230,None,20210726-JK-422,STMA,Urban,JK,2021,7,26,fresh,37.734636,-122.421051,coyote,NA
S21_3231,None,20210727-JK-423,SFGC,Urban,JK,2021,7,27,fresh,37.710304,-122.477567,coyote,NA
S21_3232,None,20210729-JK-425,STFA,Urban,JK,2021,7,29,fresh,37.73783347,-122.4709839,coyote,NA
S21_3233,None,20210729-JK-426,STFA,Urban,JK,2021,7,29,<2 days,37.73783347,-122.4709839,NA,NA
S21_3234,None,20210729-JK-427,STFA,Urban,JK,2021,7,29,<2 days,37.73783347,-122.4709839,coyote,NA
S21_3235,None,20210802-JK-428,SFGC,Urban,JK,2021,8,2,fresh,37.710304,-122.477567,coyote,NA
S21_3236,None,20210803-JK-429,STMA,Urban,JK,2021,8,3,fresh,37.734636,-122.421051,coyote,NA
S21_3237,None,20210807-JK-431,STFA,Urban,JK,2021,8,7,fresh,37.73783347,-122.4709839,coyote,NA
S21_3238,None,20210808-JK-432,GLEN,Urban,JK,2021,8,8,not fresh,37.742249,-122.442412,coyote,NA
S21_3239,None,20210809-JK-433,BERN,Urban,JK,2021,8,9,fresh,37.743102,-122.413843,coyote,NA
S21_3240,None,20210809-JK-434,SFGC,Urban,JK,2021,8,9,not fresh,37.710304,-122.477567,coyote,NA
S21_3241,None,20210913-TC-01,SFGC,Urban,TC,2021,9,13,fresh,37.71174,-122.483,coyote,NA
S21_3242,None,20210913-TC-02,SFGC,Urban,TC,2021,9,13,<2 days,37.71173,-122.48289,NA,NA
S21_3243,None,20210913-TC-03,SFGC,Urban,TC,2021,9,13,fresh,37.71077,-122.482,NA,NA
S21_3244,None,20210913-TC-04,OLYM,Urban,TC,2021,9,13,<2 days,37.70426,-122.4884,coyote,NA
S21_3245,None,20210913-TC-05,GLEN,Urban,TC,2021,9,13,fresh,37.74296,-122.44263,NA,NA
S21_3246,None,20210913-TC-06,GLEN,Urban,TC,2021,9,13,unknown,37.74308,-122.44258,coyote,NA
S21_3247,None,20210913-TC-07,GLEN,Urban,TC,2021,9,13,fresh,37.74301,-122.44259,NA,NA
S21_3248,None,20210913-TC-08,MCLA,Urban,TC,2021,9,13,unknown,37.71826,-122.42116,NA,NA
S21_3249,None,20210914-TC-01,GGPE,Urban,TC,2021,9,14,<2 days,37.77028,-122.47443,coyote,NA
S21_3250,None,20210914-TC-02,GGPW,Urban,TC,2021,9,14,not fresh,37.76776,-122.4804,NA,NA
S21_3251,None,20210914-TC-03,GGPW,Urban,TC,2021,9,14,not fresh,37.76781,-122.48038,NA,NA
S21_3252,None,20210914-TC-04,GGPW,Urban,TC,2021,9,14,not fresh,37.7672,-122.4843,coyote,NA
S21_3253,None,20210915-TC-01,CHP,Urban,TC,2021,9,15,<2 days,37.76498,-122.43727,coyote,NA
S21_3254,None,20210915-TC-02,CHP,Urban,TC,2021,9,15,not fresh,37.76511,-122.43871,coyote,NA
S21_3255,None,20210915-TC-03,CHP,Urban,TC,2021,9,15,not fresh,37.76512,-122.43873,NA,NA
S21_3256,None,20210915-TC-04,CHP,Urban,TC,2021,9,15,fresh,37.76507,-122.43849,NA,NA
S21_3257,None,20210915-TC-05,CHP,Urban,TC,2021,9,15,unknown,37.76472,-122.43799,NA,NA
S21_3258,None,20210915-TC-06,PRES,Urban,TC,2021,9,15,not fresh,37.79315,-122.46042,NA,NA
S21_3259,None,20210915-TC-07,PRES,Urban,TC,2021,9,15,not fresh,37.79311,-122.46043,coyote,NA
S21_3260,None,20210915-TC-08,PRES,Urban,TC,2021,9,15,not fresh,37.79311,-122.46035,NA,NA
S21_3261,None,20210915-TC-09,PRES,Urban,TC,2021,9,15,not fresh,37.79305,-122.46014,coyote,NA
S21_3262,None,20210915-TC-10,PRES,Urban,TC,2021,9,15,not fresh,37.79302,-122.46008,coyote,NA
S21_3263,None,20210908-DH-01,PRES,Urban,DH,2021,9,8,fresh,37.80123,-122.468886,NA,NA
S21_3264,None,20210810-GD-01,PRES,Urban,GD,2021,8,10,<2 days,37.79396944,-122.4578694,NA,NA
S21_3265,None,20210813-GD-01,PRES,Urban,GD,2021,8,13,fresh,37.7939,-122.4577417,NA,NA
S21_3266,None,20210814-GD-01,PRES,Urban,GD,2021,8,14,fresh,37.79535,-122.46985,NA,NA
S21_3267,None,20210814-GD-02,PRES,Urban,GD,2021,8,14,fresh,37.79326111,-122.4593806,NA,NA
S21_3268,None,20210816-GD-01,PRES,Urban,GD,2021,8,16,fresh,37.79551944,-122.4697722,coyote,NA
S21_3269,None,20210817-GD-01,PRES,Urban,GD,2021,8,17,fresh,37.79575,-122.4589306,NA,NA
S21_3270,None,20210817-GD-02,PRES,Urban,GD,2021,8,17,<2 days,37.79578333,-122.4590139,coyote,NA
S21_3271,None,20210820-GD-01,PRES,Urban,GD,2021,8,20,fresh,37.79358333,-122.4605778,NA,NA
S21_3272,None,20210820-GD-02,PRES,Urban,GD,2021,8,20,fresh,37.79518611,-122.45945,coyote,NA
S21_3273,None,20210821-GD-01,PRES,Urban,GD,2021,8,21,fresh,37.79557778,-122.4688722,NA,NA
S21_3274,None,20210824-GD-01,PRES,Urban,GD,2021,8,24,fresh,37.79202778,-122.4609222,coyote,NA
S21_3275,None,20210824-GD-02,PRES,Urban,GD,2021,8,24,<2 days,37.79323611,-122.4593722,coyote,NA
S21_3276,None,20210901-GD-01,PRES,Urban,GD,2021,9,1,<2 days,37.78973889,-122.4701917,coyote,NA
S21_3277,None,20210902-GD-01,PRES,Urban,GD,2021,9,2,fresh,37.79099167,-122.4591667,coyote,NA
S21_3278,None,20210904-GD-01,PRES,Urban,GD,2021,9,4,<2 days,37.79116111,-122.4594278,coyote,NA
S21_3279,None,20210905-GD-01,PRES,Urban,GD,2021,9,5,<2 days,37.79178889,-122.4580917,coyote,NA
S21_3280,None,20210907-GD-01,PRES,Urban,GD,2021,9,7,<2 days,37.79589722,-122.467925,NA,NA
S21_3281,None,20210907-GD-02,PRES,Urban,GD,2021,9,7,<2 days,37.79164167,-122.4601278,coyote,NA
S21_3282,None,20210909-GD-01,PRES,Urban,GD,2021,9,9,fresh,37.79835833,-122.4564056,coyote,NA
S21_3283,None,20210911-GD-01,PRES,Urban,GD,2021,9,11,fresh,37.80070556,-122.4652639,NA,NA
S21_3284,None,20210914-GD-01,PRES,Urban,GD,2021,9,14,<2 days,37.79623889,-122.4661472,NA,NA
S21_3285,None,20210716-KS-01,Marin,Nonurban,KS,2021,7,16,fresh,37.83442003,-122.5178969,NA,NA
S21_3286,None,20210722-KS-01,Marin,Nonurban,KS,2021,7,22,fresh,37.856168,-122.5144378,NA,NA
S21_3287,None,20210722-KS-02,Marin,Nonurban,KS,2021,7,22,fresh,37.85473396,-122.5125716,coyote,NA
S21_3288,None,20210722-KS-03,Marin,Nonurban,KS,2021,7,22,fresh,37.85467016,-122.5126162,NA,NA
S21_3289,None,20210728-KS-01,CHP,Urban,KS,2021,7,28,fresh,37.764393,-122.437716,NA,NA
S21_3290,None,20210729-KS-01,Marin,Nonurban,KS,2021,7,29,fresh,37.83295364,-122.520035,NA,NA
S21_3291,None,20210729-KS-02,Marin,Nonurban,KS,2021,7,29,fresh,37.85288206,-122.5199514,NA,NA
S21_3292,None,20210729-KS-03,Marin,Nonurban,KS,2021,7,29,fresh,37.87115778,-122.5289651,NA,NA
S21_3293,None,20210811-JK-435,STFA,Urban,JK,2021,8,11,<2 days,37.73783347,-122.4709839,NA,NA
S21_3294,None,20210812-JK-436,TWIN,Urban,JK,2021,8,12,fresh,37.752554,-122.447492,NA,NA
S21_3295,None,20210812-JK-434,BERN,Urban,JK,2021,8,12,<2 days,37.743102,-122.413843,coyote,NA
S21_3296,None,20210813-JK-435,STMA,Urban,JK,2021,8,13,fresh,37.734636,-122.421051,coyote,NA
S21_3297,None,20210813-JK-436,STMA,Urban,JK,2021,8,13,fresh,37.734636,-122.421051,coyote,NA
S21_3298,None,20210813-JK-437,STMA,Urban,JK,2021,8,13,fresh,37.734636,-122.421051,coyote,NA
S21_3299,None,20210813-JK-438,STMA,Urban,JK,2021,8,13,fresh,37.734636,-122.421051,coyote,NA
S21_3300,None,20210814-JK-439,BERN,Urban,JK,2021,8,14,fresh,37.743102,-122.413843,NA,NA
S21_3301,None,20210814-JK-440,STMA,Urban,JK,2021,8,14,fresh,37.734636,-122.421051,coyote,NA
S21_3302,None,20210814-JK-441,STMA,Urban,JK,2021,8,14,fresh,37.734636,-122.421051,coyote,NA
S21_3303,None,20210814-JK-442,STMA,Urban,JK,2021,8,14,fresh,37.734636,-122.421051,NA,NA
S21_3304,None,20210815-JK-443,STMA,Urban,JK,2021,8,15,fresh,37.73518714,-122.4202574,coyote,NA
S21_3305,None,20210814-JK-444,GLEN,Urban,JK,2021,8,14,not fresh,37.742249,-122.442412,NA,NA
S21_3306,None,20210816-JK-445,FTFU,Urban,JK,2021,8,16,fresh,37.718948,-122.502805,NA,NA
S21_3307,None,20210817-JK-446,STMA,Urban,JK,2021,8,17,fresh,37.734636,-122.421051,NA,NA
S21_3308,None,20210817-JK-447,STMA,Urban,JK,2021,8,17,<2 days,37.734636,-122.421051,NA,NA
S21_3309,None,20210818-JK-448,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3310,None,20210818-JK-449,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3311,None,20210818-JK-450,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3312,None,20210818-JK-451,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,coyote,NA
S21_3313,None,20210818-JK-452,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3314,None,20210818-JK-453,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3315,None,20210818-JK-454,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3316,None,20210818-JK-455,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,coyote,NA
S21_3317,None,20210818-JK-456,STMA,Urban,JK,2021,8,18,fresh,37.734636,-122.421051,NA,NA
S21_3318,None,20210819-JK-457,STMA,Urban,JK,2021,8,19,fresh,37.734636,-122.421051,NA,NA
S21_3319,None,20210820-JK-458,TWIN,Urban,JK,2021,8,20,fresh,37.752554,-122.447492,NA,NA
S21_3320,None,20210820-JK-459,STMA,Urban,JK,2021,8,20,fresh,37.734636,-122.421051,NA,NA
S21_3321,None,20210820-JK-460,STMA,Urban,JK,2021,8,20,fresh,37.734636,-122.421051,NA,NA
S21_3322,None,20210820-JK-461,STMA,Urban,JK,2021,8,20,fresh,37.734636,-122.421051,NA,NA
S21_3323,None,20210821-JK-462,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,coyote,NA
S21_3324,None,20210821-JK-463,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3325,None,20210821-JK-464,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3326,None,20210821-JK-465,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3327,None,20210821-JK-466,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3328,None,20210821-JK-467,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3329,None,20210821-JK-468,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3330,None,20210821-JK-469,STMA,Urban,JK,2021,8,21,fresh,37.734636,-122.421051,NA,NA
S21_3331,None,20210822-JK-470,STMA,Urban,JK,2021,8,22,fresh,37.734636,-122.421051,NA,NA
S21_3332,None,20210822-JK-471,STMA,Urban,JK,2021,8,22,fresh,37.734636,-122.421051,coyote,NA
S21_3333,None,20210822-JK-472,STMA,Urban,JK,2021,8,22,fresh,37.734636,-122.421051,NA,NA
S21_3334,None,20210823-JK-473,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,NA,NA
S21_3335,None,20210823-JK-474,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,NA,NA
S21_3336,None,20210823-JK-475,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,NA,NA
S21_3337,None,20210823-JK-476,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,coyote,NA
S21_3338,None,20210823-JK-477,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,NA,NA
S21_3339,None,20210823-JK-478,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,coyote,NA
S21_3340,None,20210823-JK-479,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,coyote,NA
S21_3341,None,20210823-JK-480,STMA,Urban,JK,2021,8,23,fresh,37.734636,-122.421051,coyote,NA
S21_3342,None,20210824-JK-481,GGPE,Urban,JK,2021,8,24,fresh,37.768042,-122.476381,coyote,NA
S21_3343,None,20210824-JK-482,TWIN,Urban,JK,2021,8,24,fresh,37.752554,-122.447492,coyote,NA
S21_3344,None,20210826-JK-483,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3345,None,20210826-JK-484,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,NA,NA
S21_3346,None,20210826-JK-485,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3347,None,20210826-JK-486,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3348,None,20210826-JK-487,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,NA,NA
S21_3349,None,20210826-JK-488,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3350,None,20210826-JK-489,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3351,None,20210826-JK-490,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
S21_3352,None,20210826-JK-491,STMA,Urban,JK,2021,8,26,fresh,37.734636,-122.421051,coyote,NA
