"Code","SampleID","FieldID","Collector","Bag","T3","T4","GC","logT3","logT4","logGC","Site","Territory","Biol.Season","Year","Month","Day","Condition","Lat","Long","Geno.Sp","Cytb_Sp","Individual","Sex","Breeder","Anthropogenic"
683,"S21_3421","20210912-JK-564","JK",11,1339.1,630,208.9,7.19975302550152,6.44571981938558,5.34185566856252,"GGPE","GGP - East","Dispersal",2021,9,12,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy151","Male","",0.697213199
684,"S21_3422","20210912-JK-565","JK",11,172.1,254.7,115.1,5.14807570321749,5.54008638198541,4.74580131572784,"STGV","Stern Grove","Dispersal",2021,9,12,"fresh",37.736086,-122.487852,NA,NA,NA,NA,NA,0.164705882
685,"S21_3423","20210912-JK-566","JK",11,106.4,130.3,64.8,4.66720557690754,4.8698394841308,4.17130560335823,"STFA","St. Francis","Dispersal",2021,9,12,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy129","Female","",0.880111289
686,"S21_3424","20210913-JK-567","JK",11,68.7,42.3,61.1,4.2297491992283,3.74478708605223,4.11251186617755,"STGV","Stern Grove","Dispersal",2021,9,13,"fresh",37.736086,-122.487852,NA,NA,NA,NA,NA,0.027734977
687,"S21_3425","20210913-JK-568","JK",11,285.8,215.6,200.1,5.65529226549577,5.37342483903484,5.29881724158969,"STGV","Stern Grove","Dispersal",2021,9,13,"fresh",37.736086,-122.487852,NA,NA,NA,NA,NA,0
694,"S21_2385","20210701-JY-01","JY",2,89.1,81.1,31.8,4.48975933447676,4.39568296112137,3.45946628978613,"PRES","Presidio","Dispersal",2021,7,1,"fresh",37.791322,-122.451739,"coyote",NA,"SFCoy40","Female","",0
695,"S21_2391","20210616-JK-372","JK",2,439.4,299.6,96,6.08541015995051,5.70244825164306,4.56434819146784,"TGPH","Coit","Pupping",2021,6,16,"fresh",37.802864,-122.406001,NA,NA,NA,NA,NA,1
696,"S21_2392","20210618-JK-373","JK",2,84.2,127.1,57.2,4.43319492124828,4.84497417819541,4.04655389838575,"TGPH","Coit","Pupping",2021,6,18,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",1
697,"S21_2393","20210618-JK-374","JK",2,509.5,364.5,463.2,6.23342985266278,5.89852655144871,6.13815892625879,"TGPH","Coit","Pupping",2021,6,18,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy121","Female","",0.885416667
698,"S21_2395","20210620-JK-376","JK",2,203.4,206.1,163.4,5.31517448361446,5.32836148789641,5.0962011824259,"TGPH","Coit","Pupping",2021,6,20,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.885266458
699,"S21_2396","20210624-JK-377","JK",2,129,100.4,149.9,4.85981240436167,4.60916220725763,5.00996840510855,"GLEN","Glen","Pupping",2021,6,24,"fresh",37.742249,-122.442412,"coyote",NA,"SFCoy9","Male","",0.221649485
700,"S21_2397","20210627-JK-378","JK",2,285.8,329.4,647,5.65529226549577,5.79727281774354,6.4723462945009,"GGPE","GGP - East","Pupping",2021,6,27,"fresh",37.766702,-122.471125,"coyote",NA,"SFCoy73","Male","Yes",0.699272968
702,"S21_2399","20210702-JK-380","JK",2,87.7,135,189.6,4.47392189937814,4.90527477843843,5.24491658982092,"LAKE","Merced","Dispersal",2021,7,2,"fresh",37.729695,-122.48071,NA,NA,NA,NA,NA,0
703,"S21_2400","20210704-JK-381","JK",2,260.8,65.7,26.4,5.5637538300525,4.18509892549057,3.27336401015227,"SFGC","Merced","Dispersal",2021,7,4,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy61","Male","Yes",0.510638298
705,"S21_2402","20210706-JK-383","JK",2,260.6,157,54.1,5.56298666469074,5.05624580534831,3.99083418585244,"SFGC","Merced","Dispersal",2021,7,6,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy72","Male","",0.319420989
706,"S21_2404","20210710-JK-384-STMA","JK",2,169,163.6,103.1,5.12989871492307,5.09742442416865,4.63569939102291,"STMA","Bernal","Dispersal",2021,7,10,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,0.994432071
707,"S21_2403","20210710-JK-384-SFGC","JK",2,111.8,57.5,32.1,4.716711560721,4.0517849478033,3.46885603013597,"SFGC","Merced","Dispersal",2021,7,10,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy90","Female","",0.740131579
712,"S21_2409","20210712-JK-389","JK",2,130.6,136.3,387.4,4.87213921684233,4.91485833870249,5.9594577509729,"LAKE","Merced","Dispersal",2021,7,12,"fresh",37.729695,-122.48071,"coyote",NA,"SFCoy96","Female","Yes",0
714,"S21_1192","20210315-TC-06","TC",36,94.3,92.1,70.2,4.54648118963941,4.52287494326126,4.25134831103177,"OLYM","Merced","Pupping",2021,3,15,"<2 days",37.70419,-122.48924,"coyote",NA,"SFCoy61","Male","Yes",0.272228126
715,"S21_1212","20210412-TC-05","TC",36,193.6,120.7,192,5.26579417484248,4.79330812810349,5.25749537202778,"MCLA","McLaren","Pupping",2021,4,12,"<2 days",37.71812,-122.42131,NA,"coyote",NA,NA,NA,0.067885117
717,"S21_1216","20210414-TC-01","TC",36,252.7,103.7,424.8,5.53220301439415,4.64150211523548,6.05161846992773,"LAKE","Merced","Pupping",2021,4,14,"<2 days",37.71827,-122.48862,NA,NA,NA,NA,NA,0.983026874
718,"S21_1218","20210414-TC-03","TC",36,765.6,761.2,622.7,6.64065984013874,6.63489613542199,6.43406486187841,"TGPH","Coit","Pupping",2021,4,14,"<2 days",37.80311,-122.40628,"coyote",NA,"SFCoy95","Male","Yes",0.981589714
719,"S21_1272","20210517-TC-02","TC",36,134.4,110.6,181.8,4.90082042808905,4.70592008908823,5.20290718174338,"SFGC","Merced","Pupping",2021,5,17,"<2 days",37.71127,-122.48339,"coyote",NA,"SFCoy90","Female","",0.2
720,"S21_1274","20210517-TC-04","TC",36,150,71.4,301.1,5.01063529409626,4.26829786934554,5.70744243548769,"SFGC","Merced","Pupping",2021,5,17,"<2 days",37.71124,-122.48319,"coyote",NA,"SFCoy90","Female","",0.382475661
721,"S21_1282","20210518-TC-02","TC",36,448.3,151,61.3,6.10546265116139,5.01727983681492,4.11577984294217,"LEND","Land's End","Pupping",2021,5,18,"<2 days",37.77963,-122.51065,"coyote",NA,"SFCoy12","Female","Yes",0.756756757
722,"S21_1287","20210519-TC-02","TC",36,85.6,56.4,37.9,4.4496852831477,4.03246915850401,3.63495111208838,"LAKE","Merced","Pupping",2021,5,19,"<2 days",37.71839,-122.48881,"coyote",NA,"SFCoy77","Female","",0.235908142
724,"S21_1102","20210119-TC-06","TC",36,363.4,199.7,424,5.89550415596207,5.29681624042177,6.04973345523196,"OLYM","Merced","Mating",2021,1,19,"<2 days",37.70741,-122.49385,NA,NA,NA,NA,NA,0
725,"S21_1103","20210119-TC-07","TC",36,81.1,54.1,32,4.39568296112137,3.99083418585244,3.46573590279973,"MCLA","McLaren","Mating",2021,1,19,"<2 days",37.71767,-122.42129,NA,"coyote",NA,NA,NA,0.690909091
726,"S21_1111","20210214-TC-05","TC",36,60.8,58,191.7,4.10758978897212,4.06044301054642,5.2559316500516,"STMA","Bernal","Mating",2021,2,14,"<2 days",37.73467,-122.42109,"coyote","coyote","SFCoy50","Male","",0.815998469
727,"S21_1113","20210216-TC-01","TC",36,94.3,109.4,101,4.54648118963941,4.69501088998788,4.61512051684126,"SFGC","Merced","Mating",2021,2,16,"<2 days",37.7113,-122.483,"coyote","coyote","SFCoy114","Female","",0.987142022
729,"S21_1188","20210315-TC-02","TC",36,30,53.1,40.3,3.40119738166216,3.97217692824789,3.69635146895264,"SFGC","Merced","Pupping",2021,3,15,"<2 days",37.71131,-122.48324,"coyote",NA,"SFCoy90","Female","",0.845491803
730,"S21_1189","20210315-TC-03","TC",36,42.1,99,39,3.74004774068834,4.59511985013459,3.66356164612965,"SFGC","Merced","Pupping",2021,3,15,"<2 days",37.71142,-122.48296,"coyote","coyote","SFCoy90","Female","",0.944606045
731,"S21_1190","20210315-TC-04","TC",36,73.5,51.1,538.3,4.29728540621879,3.93378449720966,6.28841602556691,"SFGC","Merced","Pupping",2021,3,15,"<2 days",37.71249,-122.48386,"coyote",NA,"SFCoy55","Male","Yes",0
732,"S21_1197","20210316-TC-03","TC",36,823.3,412.5,365.4,6.71332065430438,6.02223620577474,5.90099264394391,"LEND","Land's End","Pupping",2021,3,16,"<2 days",37.78559,-122.49873,"coyote","coyote","SFCoy53","Male","Yes",0.501069048
734,"S21_2411","20210712-JK-391","JK",3,202.7,111.6,275.7,5.31172705345795,4.71492104994721,5.61931331802975,"SFGC","Merced","Dispersal",2021,7,12,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy114","Female","",0
737,"S21_3172","20210806-TC-08","TC",3,71.2,72,127,4.26549281841793,4.27666611901606,4.84418708645859,"STMA","Bernal","Dispersal",2021,8,6,"fresh",37.7335,-122.41947,"coyote",NA,"SFCoy128","Female","",0.777024207
738,"S21_3173","20210806-TC-09","TC",3,116.8,148.7,25.4,4.76046307039413,5.00193085346611,3.23474917402449,"STMA","Bernal","Dispersal",2021,8,6,"fresh",37.73351,-122.41947,"coyote",NA,"SFCoy126","Female","",1
740,"S21_3177","20210806-TC-13","TC",3,246.8,381.8,155.3,5.50857829203123,5.94489691129165,5.04535873015464,"GGPW","GGP - West","Dispersal",2021,8,6,"fresh",37.76674,-122.49841,NA,NA,NA,NA,NA,0.895795247
741,"S21_3178","20210806-TC-14","TC",3,224.6,177.1,36.7,5.41432104230434,5.17671454478879,3.60277675506052,"LEND","Land's End","Dispersal",2021,8,6,"fresh",37.78331,-122.50847,NA,NA,NA,NA,NA,1
743,"S21_3169","20210806-TC-05","TC",3,19.6,25.1,6.1,2.97552956623647,3.22286784613774,1.80828877117927,"STMA","Bernal","Dispersal",2021,8,6,"fresh",37.73362,-122.41972,"coyote",NA,"SFCoy128","Female","",0.751505792
745,"S21_3174","20210806-TC-10","TC",3,159.5,144.7,364.8,5.0720439222249,4.97466263363744,5.89934925820018,"STMA","Bernal","Dispersal",2021,8,6,"fresh",37.73349,-122.41939,"coyote",NA,"SFCoy119","Male","",0.993485342
747,"S21_3182","20210809-TC-03","TC",3,163.9,223.8,101.8,5.09925648574978,5.41075279587782,4.62301010411642,"SFGC","Merced","Dispersal",2021,8,9,"fresh",37.71256,-122.4823,NA,NA,NA,NA,NA,0.005908419
749,"S21_3185","20210809-TC-06","TC",3,256.8,195.3,33.4,5.54829757181581,5.27453683788263,3.50855589998265,"MCLA","McLaren","Dispersal",2021,8,9,"fresh",37.72261,-122.42227,"coyote",NA,"SFCoy135","Female","",0.348718443
751,"S21_3189","20210810-TC-01","TC",3,535.5,297.1,149,6.2832008898878,5.69406878246856,5.00394630594546,"BERN","Bernal","Dispersal",2021,8,10,"fresh",37.74336,-122.41356,NA,NA,NA,NA,NA,0.035842294
752,"S21_3190","20210810-TC-02","TC",3,1027.4,413.4,277.9,6.93478661803317,6.02441564724767,5.62726133674846,"BERN","Bernal","Dispersal",2021,8,10,"fresh",37.74317,-122.41254,NA,NA,NA,NA,NA,1
754,"S21_3296","20210813-JK-435","JK",6,118.9,104,97.7,4.77828280369674,4.64439089914137,4.58190155904874,"STMA","Bernal","Dispersal",2021,8,13,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",0.055762082
762,"S21_3304","20210815-JK-443","JK",6,733.6,214.1,50.3,6.59796392094225,5.36644319559564,3.91800507710569,"STMA","Bernal","Dispersal",2021,8,15,"fresh",37.73518714,-122.4202574,"coyote",NA,"SFCoy50","Male","",0.36097561
